model_id,sample_name,outcome,model_stage,model_purpose,requested_model_status,mandatory_controls,suggested_predictors,predictors_used,n_predictors_used,n_complete,public_n_complete,n_outcome_yes,n_outcome_no,public_n_outcome_yes,public_n_outcome_no,weighted_total,weighted_outcome_yes,weighted_pct_yes,fit_status,skip_reason,warning_messages,n_parameters,residual_df,null_deviance,residual_deviance,dispersion,model_stage_rank,min_outcome_cell,n_coefficients_reviewed,n_significant_05,n_significant_10,n_extreme_or,n_very_extreme_or,n_or_missing,n_not_estimable_terms,n_wide_ci,n_very_wide_ci,n_possible_conceptual_overlap,n_candidate_for_interpretation,n_coefficients_requiring_review,model_sample_flag,outcome_cell_flag,parameter_pressure_flag,instability_flag,conceptual_review_flag,final_selection_class,suitability_score,selection_priority
main_grade_10_12__a_H1CO8_yesno__M2_school_context,main_grade_10_12,a_H1CO8_yesno,M2_school_context,Assess school and educational context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,skipped,no_suggested_predictors_for_this_block,NA,NA,NA,NA,NA,NA,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,not_fitted,not_fitted,not_fitted,not_fitted,not_fitted,not_selectable_not_fitted,0,9
main_grade_10_12__a_H1CO8_yesno__M3_knowledge_attitudes,main_grade_10_12,a_H1CO8_yesno,M3_knowledge_attitudes,"Assess knowledge, attitudes and perceptions net of core controls.",ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1MO2; num_H1MO3; num_H1PA3; num_H1MO10; num_H1BC6,a_age_wave1; a_grade_wave1; num_H1MO2; num_H1MO3; num_H1PA3; num_H1MO10; num_H1BC6,1,347,347,208,139,208,139,1105073.41622231,687508.481137012,62.21382860581857,fitted,NA,NA,24,323,460.1272895854673,407.2746393995493,1.009671992718893,5,139,23,2,3,0,0,0,0,4,0,0,2,4,adequate_model_sample,adequate_outcome_cell,moderate_parameter_pressure_review,wide_ci_review,no_automatic_conceptual_overlap_flag,usable_with_caution,55,2
main_grade_10_12__a_H1CO8_yesno__M4_peers_relationships,main_grade_10_12,a_H1CO8_yesno,M4_peers_relationships,Assess peer and relationship context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,skipped,no_suggested_predictors_for_this_block,NA,NA,NA,NA,NA,NA,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,not_fitted,not_fitted,not_fitted,not_fitted,not_fitted,not_selectable_not_fitted,0,9
main_grade_10_12__a_H1CO8_yesno__M5_general_risk_behaviors,main_grade_10_12,a_H1CO8_yesno,M5_general_risk_behaviors,Assess general risk behaviors net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,skipped,no_suggested_predictors_for_this_block,NA,NA,NA,NA,NA,NA,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,not_fitted,not_fitted,not_fitted,not_fitted,not_fitted,not_selectable_not_fitted,0,9
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,Combine theoretically defensible and empirically supported predictors.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1MO10; num_H1HS9; num_H1MO9; num_H1PA7; num_H1MO13; num_H1PR8; num_H1WP1; num_H1MO11; num_H1BC1; num_H1GI1Y; num_H1RP5; num_H1MO14,a_age_wave1; a_grade_wave1; num_H1MO10; num_H1HS9; num_H1MO9; num_H1PA7; num_H1MO13; num_H1PR8; num_H1WP1; num_H1MO11; num_H1BC1; num_H1GI1Y; num_H1RP5; num_H1MO14,1,811,811,128,683,128,683,2525574.417518565,379969.442014303,15.044872143883676,fitted,NA,NA,45,766,686.8953487707919,521.8824910288354,1.015153231697511,1,128,44,9,11,2,2,0,0,7,5,0,5,14,adequate_model_sample,adequate_outcome_cell,moderate_parameter_pressure_review,very_extreme_or_review,no_automatic_conceptual_overlap_flag,review_before_reporting,0,3
main_grade_10_12__a_H1FP7_yesno__M0_core_controls,main_grade_10_12,a_H1FP7_yesno,M0_core_controls,Baseline model with mandatory controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,a_age_wave1; a_grade_wave1,1,896,896,163,733,163,733,2822670.218714383,504720.186113637,17.880947719904647,fitted,NA,NA,4,892,841.4935082738231,809.9152400553347,1.0108616142113078,2,163,3,1,1,0,0,0,0,0,0,0,1,0,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,no_major_numerical_instability_flag,no_automatic_conceptual_overlap_flag,technically_stable_candidate,100,1
main_grade_10_12__a_H1FP7_yesno__M1_family_context,main_grade_10_12,a_H1FP7_yesno,M1_family_context,Assess family and household context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1PR8; num_H1WP1; num_PA55; num_H1RM1; num_H1WP14,a_age_wave1; a_grade_wave1; num_H1PR8; num_H1WP1; num_PA55; num_H1RM1; num_H1WP14,1,379,379,53,326,53,326,1242519.131294217,165187.060190761,13.294528513110372,fitted,NA,NA,15,364,297.09617897639447,246.6868499013681,1.031939006509695,3,53,14,6,8,0,4,0,0,1,7,0,2,8,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,very_extreme_or_review,no_automatic_conceptual_overlap_flag,review_before_reporting,0,3
main_grade_10_12__a_H1FP7_yesno__M2_school_context,main_grade_10_12,a_H1FP7_yesno,M2_school_context,Assess school and educational context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,skipped,no_suggested_predictors_for_this_block,NA,NA,NA,NA,NA,NA,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,not_fitted,not_fitted,not_fitted,not_fitted,not_fitted,not_selectable_not_fitted,0,9
main_grade_10_12__a_H1FP7_yesno__M3_knowledge_attitudes,main_grade_10_12,a_H1FP7_yesno,M3_knowledge_attitudes,"Assess knowledge, attitudes and perceptions net of core controls.",ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1MO10; num_H1HS9; num_H1MO9; num_H1PA7; num_H1MO13,a_age_wave1; a_grade_wave1; num_H1MO10; num_H1HS9; num_H1MO9; num_H1PA7; num_H1MO13,1,857,857,145,712,145,712,2676575.6634928132,440796.514970006,16.468673797728027,fitted,NA,NA,18,839,766.7758612783889,632.1947111949564,1.0663554329575435,5,145,17,6,7,1,0,0,0,0,0,0,5,1,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,extreme_or_review,no_automatic_conceptual_overlap_flag,usable_with_caution,80,2
main_grade_10_12__a_H1FP7_yesno__M4_peers_relationships,main_grade_10_12,a_H1FP7_yesno,M4_peers_relationships,Assess peer and relationship context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1PF12,a_age_wave1; a_grade_wave1; num_H1PF12,1,881,881,160,721,160,721,2762915.143896802,495903.250033567,17.948551591568155,fitted,NA,NA,8,873,829.2191418922386,782.9248833631309,1.0158058819321951,6,160,7,2,2,0,1,0,0,1,0,0,1,1,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,very_extreme_or_review,no_automatic_conceptual_overlap_flag,review_before_reporting,55,3
main_grade_10_12__a_H1FP7_yesno__M5_general_risk_behaviors,main_grade_10_12,a_H1FP7_yesno,M5_general_risk_behaviors,Assess general risk behaviors net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,skipped,no_suggested_predictors_for_this_block,NA,NA,NA,NA,NA,NA,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,not_fitted,not_fitted,not_fitted,not_fitted,not_fitted,not_selectable_not_fitted,0,9
main_grade_10_12__a_H1HS9_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1HS9_yesno,M6_final_parsimonious_model,Combine theoretically defensible and empirically supported predictors.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1HS9; num_H1PA7; num_H1ED19; num_H1MO9; num_H1MO10; num_H1WP8; num_H1GI1Y; num_H1GH46; num_H1WP14; num_H1ED24; num_H1WP13; num_H1GI20,a_age_wave1; a_grade_wave1; num_H1HS9; num_H1PA7; num_H1ED19; num_H1MO9; num_H1MO10; num_H1WP8; num_H1GI1Y; num_H1GH46; num_H1WP14; num_H1ED24; num_H1WP13; num_H1GI20,1,2250,2250,122,2128,122,2128,7359769.074555518,374911.452032736,5.094065428341964,fitted,NA,glm.fit: algorithm did not converge,47,2203,905.7405748360028,1.2447143677660596e-8,5.428744876029538e-13,1,122,46,1,1,0,1,0,0,0,0,1,0,1,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,very_extreme_or_review,possible_conceptual_overlap_review,review_before_reporting,55,3
main_grade_10_12__a_H1HS9_yesno__M0_core_controls,main_grade_10_12,a_H1HS9_yesno,M0_core_controls,Baseline model with mandatory controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,a_age_wave1; a_grade_wave1,1,3255,3255,232,3023,232,3023,10406633.674782334,697621.476636519,6.703622885535178,fitted,NA,NA,4,3251,1600.8365176911395,1550.9671174656637,1.0017530698574455,2,232,3,1,1,0,0,0,0,0,0,0,1,0,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,no_major_numerical_instability_flag,no_automatic_conceptual_overlap_flag,technically_stable_candidate,100,1
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,Assess family and household context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1WP8; num_H1WP14; num_H1WP13; num_H1PR8; num_H1PR5,a_age_wave1; a_grade_wave1; num_H1WP8; num_H1WP14; num_H1WP13; num_H1PR8; num_H1PR5,1,2292,2292,127,2165,127,2165,7519885.725525713,392156.823057316,5.214930616913072,fitted,NA,NA,28,2264,938.7837818328796,829.1615753887907,1.0597531334615062,3,127,27,9,13,3,5,0,0,4,1,0,4,9,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,very_extreme_or_review,no_automatic_conceptual_overlap_flag,review_before_reporting,0,3
main_grade_10_12__a_H1HS9_yesno__M2_school_context,main_grade_10_12,a_H1HS9_yesno,M2_school_context,Assess school and educational context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1ED19; num_H1ED24; num_H1ED20; num_H1PR2; num_H1ED23,a_age_wave1; a_grade_wave1; num_H1ED19; num_H1ED24; num_H1ED20; num_H1PR2; num_H1ED23,1,3246,3246,232,3014,232,3014,10371747.63038225,697621.476636519,6.726170954959962,fitted,NA,NA,25,3221,1600.262040378406,1470.763352625272,0.9891447032850244,4,232,24,4,5,0,0,0,0,1,0,0,4,1,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,wide_ci_review,no_automatic_conceptual_overlap_flag,usable_with_caution,90,2
main_grade_10_12__a_H1HS9_yesno__M3_knowledge_attitudes,main_grade_10_12,a_H1HS9_yesno,M3_knowledge_attitudes,"Assess knowledge, attitudes and perceptions net of core controls.",ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1HS9; num_H1PA7; num_H1MO9; num_H1MO10; num_H1GH46,a_age_wave1; a_grade_wave1; num_H1HS9; num_H1PA7; num_H1MO9; num_H1MO10; num_H1GH46,1,3165,3165,221,2944,221,2944,10067416.303302864,662484.902860477,6.580485825773713,fitted,NA,glm.fit: algorithm did not converge,18,3147,1535.9724283437408,1.746575238197441e-8,6.868081910061366e-13,5,221,17,1,1,0,1,0,0,0,0,1,0,1,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,very_extreme_or_review,possible_conceptual_overlap_review,review_before_reporting,55,3
main_grade_10_12__a_H1HS9_yesno__M4_peers_relationships,main_grade_10_12,a_H1HS9_yesno,M4_peers_relationships,Assess peer and relationship context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1PF9,a_age_wave1; a_grade_wave1; num_H1PF9,1,3143,3143,225,2918,225,2918,10003959.341826873,676828.824739064,6.765609511318394,fitted,NA,NA,8,3135,1555.994665424076,1497.969615452467,0.991705040933609,6,225,7,1,2,0,0,0,0,0,0,0,1,0,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,no_major_numerical_instability_flag,no_automatic_conceptual_overlap_flag,technically_stable_candidate,100,1
main_grade_10_12__a_H1HS9_yesno__M5_general_risk_behaviors,main_grade_10_12,a_H1HS9_yesno,M5_general_risk_behaviors,Assess general risk behaviors net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,skipped,no_suggested_predictors_for_this_block,NA,NA,NA,NA,NA,NA,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,not_fitted,not_fitted,not_fitted,not_fitted,not_fitted,not_selectable_not_fitted,0,9
main_grade_10_12__a_sex_ever__M6_final_parsimonious_model,main_grade_10_12,a_sex_ever,M6_final_parsimonious_model,Combine theoretically defensible and empirically supported predictors.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1MO3; num_H1PF6; num_H1PA3; num_H1MO10; num_H1MO9; num_H1MO2; num_H1HS9; num_H1GH46; num_H1BC6; num_H1WP8; num_H1PA7; num_H1GI1Y,a_age_wave1; a_grade_wave1; num_H1MO3; num_H1PF6; num_H1PA3; num_H1MO10; num_H1MO9; num_H1MO2; num_H1HS9; num_H1GH46; num_H1BC6; num_H1WP8; num_H1PA7; num_H1GI1Y,1,2891,2891,1560,1331,1560,1331,9170680.649978932,4937659.308457523,53.84179753842879,fitted,NA,NA,51,2840,3990.692384401955,2947.2350713329497,1.041443725406158,1,1331,50,19,23,0,0,0,0,2,0,1,18,3,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,wide_ci_review,possible_conceptual_overlap_review,usable_with_caution,70,2
main_grade_10_12__a_sex_ever__M0_core_controls,main_grade_10_12,a_sex_ever,M0_core_controls,Baseline model with mandatory controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,a_age_wave1; a_grade_wave1,1,3226,3226,1766,1460,1766,1460,10282120.940502644,5613426.773857993,54.59405512092312,fitted,NA,NA,4,3222,4444.912825753335,4300.974372281272,1.0008605531645638,2,1460,3,3,3,0,0,0,0,0,0,0,3,0,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,no_major_numerical_instability_flag,no_automatic_conceptual_overlap_flag,technically_stable_candidate,100,1
main_grade_10_12__a_sex_ever__M1_family_context,main_grade_10_12,a_sex_ever,M1_family_context,Assess family and household context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1WP8; num_H1WP13; num_H1PR7; num_H1PR5; num_H1PR8,a_age_wave1; a_grade_wave1; num_H1WP8; num_H1WP13; num_H1PR7; num_H1PR5; num_H1PR8,1,2275,2275,1113,1162,1113,1162,7453951.844306464,3622676.367063062,48.60074820352056,fitted,NA,NA,29,2246,3152.037744828758,2878.244298369942,1.0003991572130686,3,1113,28,7,13,0,2,0,0,1,1,0,5,2,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,very_extreme_or_review,no_automatic_conceptual_overlap_flag,review_before_reporting,0,3
main_grade_10_12__a_sex_ever__M2_school_context,main_grade_10_12,a_sex_ever,M2_school_context,Assess school and educational context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1ED23; num_H1PR2; num_H1ED20; num_H1ED24; num_H1ED19,a_age_wave1; a_grade_wave1; num_H1ED23; num_H1PR2; num_H1ED20; num_H1ED24; num_H1ED19,1,3222,3222,1763,1459,1763,1459,10269952.094127716,5606603.399887035,54.59230333793718,fitted,NA,NA,25,3197,4439.422263191701,4108.81973117204,0.9969347633219762,4,1459,24,9,15,0,1,0,0,0,0,0,8,1,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,very_extreme_or_review,no_automatic_conceptual_overlap_flag,review_before_reporting,65,3
main_grade_10_12__a_sex_ever__M3_knowledge_attitudes,main_grade_10_12,a_sex_ever,M3_knowledge_attitudes,"Assess knowledge, attitudes and perceptions net of core controls.",ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1MO3; num_H1PF6; num_H1PA3; num_H1MO10; num_H1MO9,a_age_wave1; a_grade_wave1; num_H1MO3; num_H1PF6; num_H1PA3; num_H1MO10; num_H1MO9,1,2949,2949,1580,1369,1580,1369,9343404.988927882,4998839.150219763,53.50125736970072,fitted,NA,NA,24,2925,4073.709745601788,3209.365496847519,1.0026179086495954,5,1369,23,15,17,4,0,0,0,0,0,0,11,4,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,extreme_or_review,no_automatic_conceptual_overlap_flag,usable_with_caution,20,2
main_grade_10_12__a_sex_ever__M4_peers_relationships,main_grade_10_12,a_sex_ever,M4_peers_relationships,Assess peer and relationship context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1PF12; num_H1PF9; num_H1PF17,a_age_wave1; a_grade_wave1; num_H1PF12; num_H1PF9; num_H1PF17,1,3073,3073,1700,1373,1700,1373,9786849.801158687,5399678.0842744,55.17278995775658,fitted,NA,NA,16,3057,4227.133013502713,3958.725615627405,0.9987783287847188,6,1373,15,9,11,0,0,0,0,0,0,0,9,0,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,no_major_numerical_instability_flag,no_automatic_conceptual_overlap_flag,technically_stable_candidate,100,1
main_grade_10_12__a_sex_ever__M5_general_risk_behaviors,main_grade_10_12,a_sex_ever,M5_general_risk_behaviors,Assess general risk behaviors net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,skipped,no_suggested_predictors_for_this_block,NA,NA,NA,NA,NA,NA,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,not_fitted,not_fitted,not_fitted,not_fitted,not_fitted,not_selectable_not_fitted,0,9
strict_grade_10_12_age_15_19__a_H1CO13_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO13_yesno,M6_final_parsimonious_model,Combine theoretically defensible and empirically supported predictors.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1SE2; num_H1BC7; num_H1PA3; num_H1SE3; num_H1MO2; num_H1SE1; num_H1WP13; num_H1PF12,a_age_wave1; a_grade_wave1; num_H1SE2; num_H1BC7; num_H1PA3; num_H1SE3; num_H1MO2; num_H1SE1; num_H1WP13; num_H1PF12,1,244,244,184,60,184,60,794954.117228158,609545.168303489,76.67677355126456,fitted,NA,NA,38,206,265.0584311723712,214.9039092917934,0.9989989162464814,1,60,37,6,10,6,7,0,0,13,16,0,0,29,small_model_sample_review,adequate_outcome_cell,high_parameter_pressure_review,very_extreme_or_review,no_automatic_conceptual_overlap_flag,review_before_reporting,0,3
strict_grade_10_12_age_15_19__a_H1CO13_yesno__M0_core_controls,strict_grade_10_12_age_15_19,a_H1CO13_yesno,M0_core_controls,Baseline model with mandatory controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,a_age_wave1; a_grade_wave1,1,478,478,360,118,360,118,1516383.585997021,1167877.379325644,77.01727914429814,fitted,NA,NA,4,474,515.3485026120769,512.1917399828877,1.0021358404037308,2,118,3,0,0,0,0,0,0,0,0,0,0,0,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,no_major_numerical_instability_flag,no_automatic_conceptual_overlap_flag,technically_stable_candidate,100,1
strict_grade_10_12_age_15_19__a_H1CO13_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1CO13_yesno,M1_family_context,Assess family and household context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1WP13,a_age_wave1; a_grade_wave1; num_H1WP13,1,267,267,204,63,204,63,873689.239848215,679696.781098415,77.79617169332403,fitted,NA,NA,8,259,282.7400072460683,271.5820402287936,1.000245519089064,3,63,7,1,1,0,1,0,0,3,1,0,0,4,small_model_sample_review,adequate_outcome_cell,parameter_pressure_acceptable,very_extreme_or_review,no_automatic_conceptual_overlap_flag,review_before_reporting,0,3
strict_grade_10_12_age_15_19__a_H1CO13_yesno__M2_school_context,strict_grade_10_12_age_15_19,a_H1CO13_yesno,M2_school_context,Assess school and educational context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,skipped,no_suggested_predictors_for_this_block,NA,NA,NA,NA,NA,NA,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,not_fitted,not_fitted,not_fitted,not_fitted,not_fitted,not_selectable_not_fitted,0,9
strict_grade_10_12_age_15_19__a_H1CO13_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO13_yesno,M3_knowledge_attitudes,"Assess knowledge, attitudes and perceptions net of core controls.",ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1SE2; num_H1BC7; num_H1PA3; num_H1SE3; num_H1MO2,a_age_wave1; a_grade_wave1; num_H1SE2; num_H1BC7; num_H1PA3; num_H1SE3; num_H1MO2,1,409,409,303,106,303,106,1283707.277570078,973227.517264644,75.81381941737222,fitted,NA,NA,26,383,452.53110376915185,390.8939287671354,1.0157286985651552,5,106,25,7,10,5,2,0,0,8,3,0,3,13,adequate_model_sample,adequate_outcome_cell,moderate_parameter_pressure_review,very_extreme_or_review,no_automatic_conceptual_overlap_flag,review_before_reporting,0,3
strict_grade_10_12_age_15_19__a_H1CO13_yesno__M4_peers_relationships,strict_grade_10_12_age_15_19,a_H1CO13_yesno,M4_peers_relationships,Assess peer and relationship context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1PF12,a_age_wave1; a_grade_wave1; num_H1PF12,1,473,473,356,117,356,117,1495589.307648214,1151246.767595661,76.97612985786687,fitted,NA,NA,8,465,510.4281175345993,497.3626484994904,0.9975931568134084,6,117,7,1,2,0,1,0,0,1,0,0,0,1,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,very_extreme_or_review,no_automatic_conceptual_overlap_flag,review_before_reporting,55,3
strict_grade_10_12_age_15_19__a_H1CO13_yesno__M5_general_risk_behaviors,strict_grade_10_12_age_15_19,a_H1CO13_yesno,M5_general_risk_behaviors,Assess general risk behaviors net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,skipped,no_suggested_predictors_for_this_block,NA,NA,NA,NA,NA,NA,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,not_fitted,not_fitted,not_fitted,not_fitted,not_fitted,not_selectable_not_fitted,0,9
strict_grade_10_12_age_15_19__a_H1CO16A_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO16A_yesno,M6_final_parsimonious_model,Combine theoretically defensible and empirically supported predictors.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1HS9; num_H1GH46; num_H1RM1; num_H1MO10; num_H1WP14; num_H1PA7; num_H1MO5; num_H1MO14; num_H1GH44,a_age_wave1; a_grade_wave1; num_H1HS9; num_H1GH46; num_H1RM1; num_H1MO10; num_H1WP14; num_H1PA7; num_H1MO5; num_H1MO14; num_H1GH44,1,1013,1013,23,990,23,990,3292539.128890989,76655.345372025,2.3281529048325833,fitted,NA,NA,31,982,223.9725711145435,132.28077956206275,1.1316326889785269,1,23,30,14,16,4,12,0,0,9,10,1,2,22,adequate_model_sample,small_outcome_cell_review,parameter_pressure_acceptable,very_extreme_or_review,possible_conceptual_overlap_review,review_before_reporting,0,3
strict_grade_10_12_age_15_19__a_H1CO16A_yesno__M0_core_controls,strict_grade_10_12_age_15_19,a_H1CO16A_yesno,M0_core_controls,Baseline model with mandatory controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,a_age_wave1; a_grade_wave1,1,1753,1753,58,1695,58,1695,5574560.619153083,168347.867743347,3.019930703864573,fitted,NA,NA,4,1749,474.83264894474354,466.22183657467247,0.9915150173377804,2,58,3,0,1,0,0,0,0,0,0,0,0,0,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,no_major_numerical_instability_flag,no_automatic_conceptual_overlap_flag,technically_stable_candidate,100,1
strict_grade_10_12_age_15_19__a_H1CO16A_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1CO16A_yesno,M1_family_context,Assess family and household context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1RM1; num_H1WP14,a_age_wave1; a_grade_wave1; num_H1RM1; num_H1WP14,1,1032,1032,26,1006,26,1006,3378476.469749415,87496.755015886,2.589828752673708,fitted,NA,NA,9,1023,248.05444761568856,215.19476558356425,1.0002455326362183,3,26,8,5,5,0,3,0,0,1,3,0,2,4,adequate_model_sample,small_outcome_cell_review,parameter_pressure_acceptable,very_extreme_or_review,no_automatic_conceptual_overlap_flag,review_before_reporting,0,3
strict_grade_10_12_age_15_19__a_H1CO16A_yesno__M2_school_context,strict_grade_10_12_age_15_19,a_H1CO16A_yesno,M2_school_context,Assess school and educational context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,skipped,no_suggested_predictors_for_this_block,NA,NA,NA,NA,NA,NA,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,not_fitted,not_fitted,not_fitted,not_fitted,not_fitted,not_selectable_not_fitted,0,9
strict_grade_10_12_age_15_19__a_H1CO16A_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO16A_yesno,M3_knowledge_attitudes,"Assess knowledge, attitudes and perceptions net of core controls.",ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1HS9; num_H1GH46; num_H1MO10; num_H1PA7; num_H1MO5,a_age_wave1; a_grade_wave1; num_H1HS9; num_H1GH46; num_H1MO10; num_H1PA7; num_H1MO5,1,1698,1698,52,1646,52,1646,5369678.511489705,150169.3277906,2.7966167335582,fitted,NA,NA,18,1680,433.3285137727562,342.70693569142867,0.9208689810425668,5,52,17,8,9,4,2,0,0,0,1,1,2,6,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,very_extreme_or_review,possible_conceptual_overlap_review,review_before_reporting,0,3
strict_grade_10_12_age_15_19__a_H1CO16A_yesno__M4_peers_relationships,strict_grade_10_12_age_15_19,a_H1CO16A_yesno,M4_peers_relationships,Assess peer and relationship context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,skipped,no_suggested_predictors_for_this_block,NA,NA,NA,NA,NA,NA,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,not_fitted,not_fitted,not_fitted,not_fitted,not_fitted,not_selectable_not_fitted,0,9
strict_grade_10_12_age_15_19__a_H1CO16A_yesno__M5_general_risk_behaviors,strict_grade_10_12_age_15_19,a_H1CO16A_yesno,M5_general_risk_behaviors,Assess general risk behaviors net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,skipped,no_suggested_predictors_for_this_block,NA,NA,NA,NA,NA,NA,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,not_fitted,not_fitted,not_fitted,not_fitted,not_fitted,not_selectable_not_fitted,0,9
